10103_at_anaerobic	2	40.4	16.3	34	82.5	79.1	58.9	74.3	90	123	90.4	121.4	125.3
10104_at_aerobic	1	87.3	82.3	78.5	84.1	90.5	91.9	114.3	113	119.9	102.9	85	107.8
10104_at_anaerobic	2	73.8	40	52.1	84.3	107.7	84.5	78.4	71	53.7	96.3	93.2	73.5
10105_at_aerobic	1	14.5	16.1	11.4	8.1	7.1	8	14.2	8.9	15.9	6.5	7	10.3
10105_at_anaerobic	2	12.9	5.7	12.4	8.2	13	9.8	20.6	12.4	9.6	12	15	13.2
10106_at_aerobic	1	51.1	54.2	33.9	37.4	47.5	45.6	54.9	41.1	39.6	32.8	35.5	29.8
10106_at_anaerobic	2	23.5	7.4	16.1	46.7	48.8	29.6	38.6	35.2	35.4	35.8	40.5	38.9
10107_at_aerobic	1	45.4	42	38.2	63.1	79.5	73.1	64	69.9	53.9	72	57.3	78.7
10107_at_anaerobic	2	46.7	29.1	34	61.3	73	46.1	48.1	40.3	50.2	48.3	58.5	60.8
10108_at_aerobic	1	907.5	771.3	902.5	522.2	443.4	524	503.2	465.6	625.7	810.3	732.7	900
10108_at_anaerobic	2	563.4	578.1	423.3	511.2	590.8	521.2	565.6	428.9	471.7	609.1	758	474.4
10109_at_aerobic	1	5.4	4.9	3.5	1.3	0.2	0.3	1.9	0.8	1.7	5.5	1.2	2.4
10109_at_anaerobic	2	2.8	0.1	5.1	0.3	1.9	0.2	0.4	2.4	4.2	1.6	2.1	4.5
10110_at_aerobic	1	162.7	130.3	107.3	116.3	121.2	146.7	137.4	105.4	175.7	95.3	96.2	94.5
10110_at_anaerobic	2	137.7	55.3	98.8	135	136.6	132.5	81.2	80.7	120.5	85.6	130.9	86.8
10111_at_aerobic	1	286.5	298.9	246.7	286.5	223.6	253.9	232.7	240.4	350.3	245.8	228.4	251.4
10111_at_anaerobic	2	170.7	137.5	68.7	136.6	165.4	166.3	119.6	82.5	104.9	141.7	208.6	117.4
10112_at_aerobic	1	170.4	179.4	180.1	175.2	185.3	135.9	189.6	194.2	181.9	191.9	180.7	221.6
10112_at_anaerobic	2	120	54.9	105.6	168.3	179	111.6	98.5	108.9	124.8	115.8	173	126
10113_at_aerobic	1	62	60.4	54.5	66.1	76.2	53.5	115.7	105.3	76.3	100.2	107.9	118.2
10113_at_anaerobic	2	66	18.1	77.2	81.9	85.5	56	85.1	72.3	98.6	75.6	125.9	107.3
10114_at_aerobic	1	83.1	96	71.9	53.3	74.3	50.5	110.5	102.8	65.7	83	71.2	91.4
10114_at_anaerobic	2	50.1	33.5	65.7	77.5	153.4	78.8	87	76.8	87.4	80.6	97.6	78.6
10115_at_aerobic	1	44.3	41.7	31.5	52.1	50.8	45.9	65	69.5	59.3	53.4	47.6	62.9
10115_at_anaerobic	2	40	17.4	38.3	54.3	69	37.3	61.5	55.7	51.5	56.9	79.1	58.8
10116_at_aerobic	1	164.3	117.2	148.9	198.9	159.8	188.7	340.5	324.2	256.7	155	161.7	188.8
10116_at_anaerobic	2	95.1	46.5	53.2	89.7	128	111.9	100.9	132.4	123.5	82.5	94.6	69.3
10117_at_aerobic	1	44.6	32.8	42.2	93.9	79.6	66.1	79.6	72.6	52.3	73.1	72.2	56.8
10117_at_anaerobic	2	68.6	27.5	55	98.4	96	94.4	69.6	59.3	92	62.6	85	77.1
10118_at_aerobic	1	33	38.4	30.9	50.6	46.2	41.2	51.5	74.2	46.3	76.1	58.1	53.4
