KP=KP00335-292	1	0.8981	0.9501	1.0174	0.5993	0.3866	-0.2442	-0.7710	-0.3940	-0.4665	-0.1981	-0.5621	-0.5401	-0.3897	-0.4907	-0.1109	-0.2042	-0.4253	-0.5995	-0.7138	-0.3040	-0.6666	-0.4222	-0.3548	-0.5528	-0.7522	-0.6010	-0.6735	-0.8494
KP=KP00338-713	2	0.3903	0.3103	0.0125	-0.3808	-0.3315	0.0506	0.2983	0.3659	0.9040	0.6455	0.7776	0.5180	0.5850	-0.1234	0.8079	0.1493	0.0191	-0.1676	-0.5105	-0.1971	-0.5105	-0.4679	-0.3635	-0.1988	-0.2164	-0.3746	-0.4626	-0.6409
KP=KP00348-477	2	-0.0514	1.1230	1.2066	1.8293	1.9434	1.9089	1.5055	1.2156	1.4291	0.7619	1.5415	0.5624	0.6837	0.4988	0.3632	0.1665	0.5130	0.4892	0.3130	0.2869	0.1496	0.2738	0.1270	0.1154	0.3429	0.3804	0.5473	0.4468
KP=KP00351-458	1	1.7589	1.1292	1.4156	1.3679	1.1998	1.2636	1.1985	1.2018	1.3397	1.4760	1.3304	1.2768	1.1618	1.1911	1.5803	0.9484	0.6638	0.9797	1.1577	0.7314	0.4612	0.4397	0.8792	0.2461	0.2372	0.2658	0.5015	0.2646
KP=KP00359-626	1	1.7007	2.1161	1.3993	2.1673	1.7437	1.4518	1.4148	1.3262	1.5937	0.9107	1.0665	1.5906	1.0498	1.5006	1.4105	1.3672	0.8079	0.7240	0.2789	0.2786	0.4454	0.1120	-0.3529	-0.4907	-0.1016	0.1609	-0.3094	-0.4393
KP=KP00360-573	1	1.3633	1.1458	0.8810	0.7257	0.0000	0.2125	0.2666	0.3303	0.1827	0.3505	0.2212	0.1805	0.1208	0.0201	0.2940	0.7075	0.8534	0.3685	0.3342	0.8074	0.3833	0.4573	0.4258	0.2207	0.4201	0.7031	0.5025	0.5288
KP=KP00361-497	1	1.4445	1.4067	0.9679	0.6993	0.9877	1.0667	0.9386	1.4459	2.1387	1.6902	1.9741	1.4999	1.8675	1.0110	1.9614	0.9508	0.0667	-0.1302	0.0895	-0.0755	0.3042	-0.3821	-0.1413	-0.0380	-0.1340	-0.0077	0.0607	0.2735
KP=KP00380-750	1	0.1780	0.3144	0.2699	0.2240	-0.1504	-0.1187	0.1057	0.1515	0.5001	-0.1686	-0.0504	0.4605	-0.1856	0.0454	-0.1036	-0.1515	0.0370	-0.3425	-0.6432	-0.6311	-0.4416	-0.3739	-0.5255	-0.6873	-0.6032	-0.5152	-0.3992	-0.6439
KP=KP00381-284	1	1.6997	0.9428	1.0330	0.2063	-0.2367	-0.0954	0.0431	0.0809	0.6572	0.4447	0.3766	0.1785	0.2449	-0.1596	0.4555	-0.0897	-0.0578	-0.0435	-0.0954	-0.3646	-0.5410	-0.2226	-0.4693	-0.7155	-0.3377	-0.3511	-0.4487	-0.8067
KP=KP00384-750	1	0.6847	0.0134	0.2750	-0.2481	-0.1795	-0.1922	0.1296	0.1708	-0.2763	-0.1282	-0.1365	-0.1579	-0.0317	-0.1277	-0.5643	-0.1894	-0.3165	-0.2311	-0.3370	0.0745	-0.1856	0.2392	0.3788	0.3193	-0.3237	-0.2097	-0.2567	-0.2671
KP=KP00399-265	3	-0.5465	-0.6394	-0.4806	0.0172	-0.5437	-0.3487	-0.3346	-0.4639	-0.7195	-0.4699	-0.9504	-0.5763	-0.9565	-0.5235	-0.7077	-0.5522	0.3354	0.2216	0.4906	0.8726	0.7816	0.8637	0.7949	0.5600	1.6881	1.4443	1.1390	1.8342
KP=KP00415-750	3	-0.0223	-0.0760	0.3369	0.2339	0.2678	0.1991	0.4244	0.3855	0.0708	0.2522	0.2396	0.3508	0.4433	0.2546	0.0487	0.4219	0.6072	0.6450	0.7610	1.0067	0.7849	1.0372	1.1562	1.2548	0.8729	0.8711	1.1146	1.0920
KP=KP00416-750	2	0.4140	0.7602	0.5291	0.4478	0.5914	0.7670	1.2343	1.0067	1.0900	0.8658	1.6006	1.1065	1.4530	1.3306	1.7351	1.1285	1.2014	0.9493	0.5702	0.4404	0.6978	0.6123	0.5011	0.6129	0.3296	0.4678	0.5271	0.3531
KP=KP00421-360	3	0.3785	-0.1266	0.4936	0.4678	0.4244	0.4287	0.2904	0.5643	0.0136	0.3962	0.1683	0.0398	0.0162	0.0570	0.1146	0.1861	0.5193	0.5367	0.7152	0.7655	0.5782	0.8474	1.1382	1.0893	2.2311	1.9688	1.7750	2.5479
KP=KP00422-339	3	-1.0893	-0.9856	-0.5125	-0.4389	-0.5284	-0.2693	-0.3153	-0.4626	-0.8262	-0.4580	-0.5720	-0.6208	-0.4112	-0.7442	-0.8026	-0.2868	0.2041	-0.3419	-0.2735	-0.4377	-0.0474	-0.0048	0.0417	-0.2676	0.0468	0.1114	0.1916	0.3391
